,0
462,2.8354210775992406
463,3.822709732251229
466,6.30726179090945
467,3.583862305006088
468,12.02616443051633
471,9.194422295375247
472,5.40694604251337
473,3.9846650727435065
474,3.3006466741915808
475,9.412582693514086
476,9.584269652181337
477,2.983279557720822
478,2.9042825397385807
479,3.411335700693141
480,3.064534013728224
481,7.774981206311464
482,2.9582760476327743
483,8.098767849826855
487,3.090544243309504
488,6.694288840669808
489,3.7278541326965566
490,5.962315735306457
491,2.8878610001136966
492,2.856429546158815
493,4.100407534482674
495,3.0654791748282952
496,2.7495780128364697
498,10.50259510179729
501,4.605882248530734
506,11.190539002236152
509,11.438671931817755
513,9.421595012565088
515,5.5219644251833175
516,8.010198406730863
517,10.808170522566526
518,11.34032314355801
521,10.983868686643136
522,10.74620442228416
523,6.552509441727045
525,3.4151621339092917
526,7.800163117711256
527,8.444390561215805
528,7.033963696519213
529,9.456789851405087
533,8.779288197724325
534,3.4549694929451573
535,4.163711832019299
537,7.712662535066965
538,4.978845439008709
539,11.134850960017797
540,3.6643107376463755
545,6.07534655067038
546,5.407021503357531
547,3.6499344208874214
549,5.680641590864074
550,7.959970559125784
551,2.87388819051801
552,2.91584170432342
553,3.0561435425993553
554,2.8379815858754345
558,5.132651274063899
563,3.879032851231044
566,2.826802181175689
567,11.792562112408161
570,3.0091301639468124
571,3.962004118626379
572,6.730883302413533
573,5.656799419462608
575,3.280402989658496
576,3.5154520307852395
577,3.020195079200515
578,4.619759158903223
579,3.319849658407062
580,7.133750287750562
581,7.558008534049964
582,3.9794405440660405
583,6.517733724910311
585,6.2109826367244905
586,4.76929797410187
587,8.01995812399225
590,4.098048439256187
593,6.064286017513864
594,6.67975990813162
595,6.325435528989667
596,3.695037771291023
597,3.5125683558332
598,4.984787722101881
599,4.688367328397552
602,3.547511314597151
604,4.850057932227743
605,5.080968732047268
607,3.455153546004255
608,3.2645081844361163
610,3.0259127015447884
611,2.888037878539835
613,3.386749278886611
617,7.229057742579459
622,5.341093318684584
623,3.4088405037360134
624,3.18954596640357
627,4.085974806669483
629,4.0090262148547895
631,3.6352590302570964
632,2.704447629830314
633,3.1644348166708127
634,3.784638635698498
635,2.787691097992798
636,5.145595925247322
637,7.813156525366659
638,4.622121180268508
639,3.7732326719050215
640,3.3786574960406317
641,7.424337401253544
642,7.943788870895557
643,3.0214615319058393
644,8.034726487839237
645,8.262193231837689
646,3.218831362787033
649,3.5850158653198116
650,4.321493534262024
651,2.9451210774227423
652,5.064103424359177
653,2.9469479869755832
654,3.3715943540463003
655,4.3854688889956925
656,3.4928961160522056
657,4.198445264663016
658,3.1162151708101185
659,6.424686500027926
660,2.9314013410445523
661,5.454829200711578
662,5.796905005191945
663,7.331188113686117
665,9.20602826129028
666,3.662371274300647
667,4.8888456500293564
668,3.6094784346091537
669,5.446429019460424
670,5.238506171620097
671,2.8467509512881923
672,4.137298710454954
673,4.400410083255088
675,4.121874103885453
676,2.9264246494475796
677,3.937923912593849
678,7.356704098389194
680,2.9546124570159726
682,7.538943865672586
683,3.330528418052344
684,7.835736102034626
685,3.3942648418347123
686,4.237664328380417
687,4.619311348907862
688,5.45345642362816
689,11.027524119030225
694,8.29362101724009
695,3.449177644583694
696,2.7748415187164146
699,7.592677381943677
701,7.50361416565167
705,7.458421866379954
706,8.988870920804068
708,10.603572881570194
710,3.15128979030977
712,3.93687689082382
713,2.903967157012192
714,2.8545170120879595
715,5.240568562325119
716,4.752866954162261
717,3.142621914438889
718,4.665291427959368
719,3.163069133002862
722,2.8484494510263234
725,3.276470928606755
726,3.794621042343618
727,4.451613385360761
728,2.950072792420559
729,2.7673187545980484
730,2.9473700170361905
731,3.1457036803393486
732,2.8914064514300333
733,3.1827950415894914
734,5.449146200209141
735,2.651131874103214
740,8.463254884815418
741,4.383107488312162
744,3.1892573965192037
745,3.22815865609953
746,11.169587576539223
747,3.328549170529731
750,3.229351322633489
752,3.1824089159125877
753,3.481043618089663
754,7.7170501861713925
755,4.212641846359574
757,5.908791961356505
758,3.228349596780948
759,2.9013602426183667
760,4.635051635563893
761,2.966547084518641
762,3.1130767050844974
763,3.461428114688084
765,3.0857309632582486
766,2.9708797616750093
767,3.549533057470921
768,3.889916918448047
770,3.9487004006870214
771,4.4964590817910315
773,3.8833601662451906
774,3.1184730173711244
775,2.943803210265215
776,2.968799853444541
777,2.8736614244161687
778,3.4649266342182226
779,3.0745489473380485
780,5.898518396439132
781,4.021914793662595
782,3.2634410647598115
783,3.001731092289062
784,3.2777064597726215
785,2.9435515470313516
786,3.2263640335522727
788,5.451890049582128
790,7.801855133098606
793,3.4992786206249917
794,3.7149345626314636
795,2.824352199978227
796,3.1332381636227
797,3.6149655241780416
799,2.9924388189165643
800,5.572835633393763
801,9.907568732021222
805,11.50501648147694
808,5.4448987665958954
810,3.2549748314069156
811,4.691395311260924
813,8.511186116007936
814,3.276590077373099
815,2.9881725887244728
816,3.1669401964709993
817,5.3102022867644845
818,4.842467446798374
819,6.4787872047395645
820,3.3511510487071288
821,9.681219680075946
822,6.281055163632522
823,5.544802298000974
824,7.706091964392245
825,3.548303409252359
826,8.68197024940509
827,2.868680526855705
828,3.734872071638458
829,9.683973931147905
830,8.826679435764865
831,7.787668104595968
832,8.057799334800546
833,7.770732767811615
834,4.7079425814054
835,5.562697644148334
836,6.988237327326245
837,6.91216670465629
838,2.7639400160393643
839,6.412550684126867
840,5.023538807119586
841,4.504517907448216
842,5.2617240297286925
843,3.1131616675390146
844,2.89550984974101
845,2.743782791332651
846,2.7801755186443984
847,7.001955859955749
857,7.638252939405083
858,6.665274885549188
859,3.0821141864451116
860,3.7905575139398597
861,3.7095160862453973
862,3.350566429584407
863,3.414358723465188
864,4.412772720575045
865,6.899272374710815
866,3.696847849050556
867,5.074569114518064
868,4.518704431299775
869,3.1358834281373213
871,7.966729561371148
873,7.292797919940721
874,5.494266630465995
881,2.8851629736442255
883,6.0022698094105085
885,3.631742570982252
886,2.913930364413019
887,3.099328946754029
889,4.9735374702771
890,8.102159498863728
891,8.957884261993241
892,7.947953203633961
894,4.230155932665795
896,6.5053387289737366
898,6.0413504697463685
899,5.396352047409188
900,7.942260409059864
901,4.464206991525695
902,7.821146312797123
904,5.691102013168303
905,3.8653009292766223
908,9.853339406824785
909,2.970914949040529
910,2.947387033812015
911,2.9977131940151844
912,3.2492532139726245
913,2.892879343777657
914,3.0954662613236947
915,3.1926812394456685
916,2.7265768463233577
917,3.344408189995743
919,3.3918813027250265
920,2.832583831760185
921,3.0972048664791676
922,3.1403917794718375
923,2.99397473551472
924,3.264517857679461
925,3.0013082473466985
926,3.024543924615515
928,8.58429037851271
929,3.4140262501057155
930,3.2208406151287243
931,3.3303537830260086
932,2.9930337208093327
933,3.337873602932756
939,3.5603856483979346
940,2.8333488015428916
941,3.0692825427517723
942,3.2733422653005113
943,3.2194179321424934
944,2.9746353350013925
945,3.5448383804585726
946,2.7133294671256696
947,2.938650055647095
948,3.055091472584341
949,4.633619748625146
950,7.574578610644569
951,3.3071181550127102
952,3.787004191976801
953,3.1883715389258427
954,3.2040340234946196
955,4.4524820808721275
956,3.383208148970404
957,3.093944921575345
958,4.969599988192723
959,2.9721288703234423
960,6.744680312051191
961,7.932091761337962
962,3.8093869444683013
963,4.095125851503828
965,5.792123617108095
966,8.261060263416232
967,10.920762908231415
968,4.604027078984815
969,3.399935705268638
970,5.175827805357874
971,2.8993318645276753
972,4.742472441455617
973,3.4249386055257474
974,4.394439020081858
975,9.018142436659991
977,7.502928995377401
978,3.907403005870699
983,8.014845647073622
984,4.40874789104105
987,7.4504532933974685
988,7.7345998988050235
989,10.312928637389447
990,7.573867313997851
991,7.875822651319373
993,5.177033019917399
994,5.673930516075846
995,5.968521829938946
996,7.61764878270288
997,7.081236419372435
998,4.830379155190923
999,4.6673845388669175
1000,5.190040027492029
1001,4.640978479578312
1002,3.487673706826204
1003,3.004679524264848
1004,3.4243992468711633
1005,2.8444092897912108
1006,3.0597127610893096
1007,2.7482044219414568
1008,3.1399838253171364
1009,3.36328809342371
1010,3.0115030211921057
1012,3.5626583492513073
1013,3.3008940701697256
1014,3.2163708040703707
1015,3.4828103114119746
1016,3.148809209307516
1017,6.1738637100304095
1019,9.145907319403982
1020,6.037250865026258
1021,7.436782353067288
1022,9.199387941030785
1024,6.547407718865995
1025,5.218469733577069
1026,7.414517364305476
1027,7.388800471078713
1028,4.918094655913924
1029,5.776338480817379
1030,3.711700543491661
1031,6.808188874374173
1032,6.566853973008924
1033,7.958883912397689
1036,3.1550068699394798
1038,2.8367869373780703
1039,6.666124372063875
1040,5.05857815704037
1041,3.089887057843871
1043,3.635752562370488
1044,3.705353940101552
1045,3.40085641013674
1046,2.935536313862375
1047,4.299532002882287
1048,3.7144726378931265
1050,5.090057492840739
1051,8.49732377825174
1052,7.205741489476137
1053,3.0687798212578925
1054,8.585577002961845
1056,3.6334415066253607
1058,7.037590272729934
1059,4.103166820137812
1060,4.732651416026515
1062,6.87650150127952
1063,7.879026965604951
1068,3.035447697795225
1069,9.164062972383798
1070,7.447512337757957
1071,2.8487261292261974
1072,8.808728757793848
1073,6.360760562377168
1075,7.595850874342194
1080,3.3433410948459956
1081,3.429558730175128
1084,2.9966299199200614
1087,3.0344416598593664
1088,2.7902624192618544
1089,3.083346118624602
1101,2.9134821302359013
1102,3.6867220067506747
1103,3.4797978648927055
1104,7.164570511499862
1105,7.947438664419416
1106,6.94875631565972
1107,5.611932051066383
1108,8.27326767935716
1109,3.2107068613005385
1111,6.9305618549995724
1112,6.190749934153463
1113,4.004382205295566
1114,3.4826920315221668
1116,3.970086729440616
1117,3.8817257174790614
1118,3.0125883398282864
1119,6.2641169318827155
1121,3.462140736358612
1122,3.9177061471540924
1123,5.5782511976500295
1124,3.491700947269522
1128,3.0791491700860583
1129,2.811102547507065
1130,4.2488719638064465
1131,4.009771233995426
1132,2.9753808081500273
1133,2.958445456710471
1134,3.1684024456793485
1135,3.049165303720601
1136,3.064390828337172
1137,2.882056356278361
1138,4.178931011777708
1140,4.1854604906944415
1141,3.007173065103145
1142,2.6995289000882763
1143,2.987408605362133
1144,3.0913039775320805
1145,3.4488135314387
1146,3.1255487999579623
1147,6.297877139911432
1149,2.7905742763965193
1152,7.352893376091515
1153,8.351040361119836
1154,4.319858755028453
1155,9.556090127797987
1158,2.9666958385965785
1159,3.460997710719846
1160,2.840555341784939
1161,5.4540412056656296
1164,10.33460240704906
1173,7.380150776603516
1174,7.208620950346119
1175,9.407443977093896
1176,10.019608316821058
1178,3.5149581360611672
1179,2.9580386233588296
1180,2.7534077304898883
1181,3.805862838075048
1182,7.60188510681697
1183,3.7098874484862785
1184,4.054030881267753
1185,3.794788417124825
1186,4.267718857629592
1187,3.2636425521676538
1188,3.3459678328612386
1191,3.5560802143174763
1192,11.490433113067205
1193,3.413989546129823
1195,6.83556464086372
1196,8.444160093383623
1198,6.908031211363724
1200,4.249582978929102
1201,5.370194639551624
1203,5.8879542439205315
1207,10.36890162755416
1208,3.132438019971165
1209,4.42710197321534
1211,10.234007662522611
1212,7.2823215434367325
1213,9.177907930908534
1215,2.7895271318910324
1230,2.9292837374811196
1232,3.237676548074597
1233,2.819300448978478
1234,2.816234294810976
1235,2.7904504281975058
1236,3.5438332230511533
1237,3.010388634606017
1240,3.1420139529496214
1241,4.487895490142433
1244,4.057276788707858
1258,2.9707573733926327
1259,3.0203542131657652
1260,2.9268447563705644
1261,3.229713388626324
1262,2.906440231521244
1263,4.409882097201922
1264,3.3021450147089713
1265,5.297407788065694
1266,8.380832560192795
1267,5.276676003230525
1268,3.1924314865540975
1269,3.1970686330126616
1271,3.1130998887680796
1272,3.262974305986822
1277,3.5438085753727346
1278,4.107118618022709
1280,3.094434946402613
1281,3.815427182625828
1282,4.8650255900554455
1284,5.547142495622943
1285,2.939085028673647
1286,3.1731620178637154
1287,4.927260605493703
1288,3.2941172507537138
1289,4.603501009727752
1290,4.053208600265561
1291,4.675789770835169
1292,3.6729821637470215
1293,3.942051159932552
1294,5.930864805963389
1295,4.602262327641228
1296,3.0046746759856893
1297,2.9744330448549077
1298,3.5440288975899814
1299,4.75010502812461
1300,2.962046838537378
1301,3.412510276202191
1302,3.1331988820430166
1303,3.9626009158971054
1305,4.192552032017885
1306,3.1666168372576298
1307,4.94971386127536
1308,4.41664760964617
1310,2.833943539360096
1311,3.243887388907527
1312,7.704103961870536
1314,7.7300021697599215
1315,10.457917336462058
1316,7.567888848564513
1317,7.075087897829705
1318,4.321029357538967
1326,3.2195678947305573
1327,9.322464929801168
1329,11.053179825607213
1339,2.8823485908069646
1340,11.294094766623196
1345,9.638621080407368
1346,2.8334490135101196
1347,10.880984313310702
1349,10.967850954067675
1351,11.539698296185014
1352,3.9913654474694513
1353,7.0236615819564765
1355,5.929079387805382
1356,3.349113571973288
1357,3.001665283122606
1358,3.2297152841211396
1359,3.105361810901897
1360,2.7911087831584647
1361,3.3041768059894343
1362,6.815906772197008
1363,5.122882711795926
1364,5.899073988992504
1365,4.367450261626454
1366,5.414487602132947
1368,3.5385422326016336
1369,3.0693193801438823
1370,2.878561360534332
1371,5.447305118372698
1373,3.360400088302969
1374,5.583788797084023
1376,5.835961267105542
1378,2.7923880232860174
1379,2.78688067463793
1380,3.2315055429109125
1381,3.8450673133423825
1382,3.9988217725053232
1384,6.402118348311051
1385,6.121910589791981
1386,4.942362197353736
1387,5.6854592298614275
1388,4.869355777435844
1389,6.850204227624345
1390,4.759471826282866
1392,3.630550758895701
1393,2.99524260466613
1395,2.879304239836108
1396,6.767894778438173
1397,5.583990982973328
1398,6.757950019749348
1399,5.680678655193762
1400,3.714179608481891
1401,2.9389507541430118
1404,3.2254616832089713
1406,3.1196986426239603
1407,6.907111885918643
1408,3.604717980710672
1410,4.97995210210683
1411,2.9164332571735976
1412,2.927642221466547
1413,2.7630909563208323
1414,2.8615389918347525
1415,3.3862720485289217
1417,3.4999990906492826
1418,2.6962839636814753
1419,2.9264462338736665
1420,2.8205834139492603
1421,2.9199803430485822
1427,4.650307007356646
1428,4.080616076876215
1429,7.262183293484915
1431,6.187771730296095
1432,5.246135164297919
1434,9.712300104622708
1435,3.62101082082547
1436,2.867959491102768
1437,3.5307492134977756
1438,3.1880166725359205
1439,3.3879697594201694
1440,3.057122572855909
1441,3.200559675933067
1442,3.0635681185052386
1444,2.8898529806380133
1445,6.024427086674614
1446,2.754607714869498
1447,3.018351201879413
1448,2.7923264556376455
1452,8.06063586934253
1453,6.313100424637634
1455,7.01273888476048
1456,4.398520387171256
1457,7.614720275648794
1459,7.261654885006761
1460,9.58065257588004
1462,4.365087070283298
1463,2.9318631583818973
1464,3.3455769451070445
1465,5.848777577846503
1466,5.356511134999956
1468,4.4615835578633
1469,3.2725866060869406
1470,3.8568490644182196
1471,7.649766164484409
1472,3.2575537221973287
1473,3.0458333600612226
1474,4.5632056060137645
1475,5.125688366452027
1476,10.498751438983188
1477,4.114787764677773
1478,5.315099710567658
1479,7.126925402441015
1482,3.1654727925859394
1486,5.5044311511995065
1487,8.356180445092082
1488,7.064175181110979
1489,3.194953071454272
1490,5.666108894663726
1491,5.535517360748495
1493,2.911544900076314
1495,9.114526022517527
1496,3.094865075593163
1497,3.5624334063888785
1499,8.005687432776869
1501,3.279873526672395
1503,7.264044941344817
1506,2.903108942825641
1508,8.907013973201897
1509,5.678975401681085
1510,3.104230342569633
1511,3.5002020636982523
1512,7.281977111809337
1513,6.122950614794687
1514,7.262662978835626
1515,5.452327651294555
1519,4.493611004300853
1520,4.820510635818206
1521,3.2674873682237844
1522,7.574909224670093
1523,4.439957309485969
1524,2.906160501996608
1525,4.6651046508197975
1528,7.849061641746482
1534,4.643079395803676
1535,9.12553859928919
1536,3.064349591932826
1537,10.420207917195349
1538,2.9222542967400114
1539,2.9889861888495113
1540,5.074564220666715
1543,3.0609177787485207
1544,3.049967389761174
1545,4.725384822726922
1551,3.042059456644511
1553,3.2608703258065193
1555,3.274123614958215
1556,3.4184039192193985
1557,2.945287588843501
1558,2.6569648348250237
1559,3.0441212752586004
1562,3.0034164772081344
1565,3.638117034345791
1571,3.3852128657371825
1573,3.8333494485309254
1576,2.920599438904399
1577,3.540988901175585
1579,3.5297578503226816
1580,2.900686212042598
1581,2.721652484115342
1582,2.7817349042743387
1583,2.9187012027428176
1584,2.839393659912061
1585,2.833358568303541
1586,2.701250265846629
1588,2.929972013916827
1591,3.754738829500936
1592,3.375095394694562
1593,4.246953627913789
1594,3.2335759927330168
1600,2.6261093439046075
1601,4.701286970224712
1602,4.110101774971529
1603,10.515636338033827
1604,7.845868329683345
1605,4.468518481953912
1606,4.153670970390959
1607,2.9984174730336393
1608,3.161484759712974
1609,3.8202290586083114
1610,2.6976389077126934
1611,7.845869135711484
1612,4.043716788250962
1613,5.090430425498689
1615,9.502900291373333
1616,7.194503531027435
1618,2.784498077796358
1621,3.1544741925818043
1622,9.748097772154862
1627,6.2400237121953515
1628,5.080650734491151
1629,4.262265870221714
1630,3.148864246759174
1632,9.714831515302016
1633,7.023750989349072
1634,3.400138394141405
1635,7.780818148299443
1636,3.2110175387773867
1638,3.2396194391791515
1639,5.58124659325542
1641,3.111336361543609
1642,7.025414585889723
1643,6.640946038757416
1644,3.365563162603175
1645,5.2347829976178675
1646,4.6264223941349885
1647,9.110866640330416
1649,5.525279352949882
1650,9.903705370480719
1652,9.493086090562471
1653,9.557095947421066
1654,5.70017537552847
1655,10.830793132559402
1656,5.051612532502886
1657,4.852502321358993
1659,5.546235223706724
1660,6.524117603034305
1662,7.266859993544973
1663,4.904485932680627
1665,10.15679453516093
1666,8.80522280350172
1669,2.675160688572285
1670,3.0299963418837748
1671,3.3050467853385705
1672,3.5574463367755556
1674,3.702067989553352
1675,4.849108636980599
1676,7.032004505504577
1677,3.5145860396870883
1678,4.688100095108161
1687,5.698163346527995
1690,5.590133354717056
1716,9.75692969577209
1717,7.056199286901385
1718,4.279425498240606
1723,4.223496991868658
1725,7.245397789139825
1727,6.100055448920724
1728,8.993282483694138
1729,6.548943397602382
1730,4.335176244975254
1731,3.332750050398959
1733,2.80026027956889
1734,3.3623279411804288
1735,3.0073560499917122
1736,9.88261219561102
1737,6.908569083533934
1738,9.014768029968964
1739,5.3020718417191475
1740,3.2627532019026466
1741,5.02311865947915
1742,3.2044122377534445
1743,5.690484676046201
1745,3.4628281939160033
1746,3.5693125437016273
1747,2.9996329494487823
1748,3.484637251351941
1749,3.6266768620084666
1750,3.7713651884025925
1755,3.2114120295918953
1756,3.4054359333698936
1757,3.033113460726853
1758,2.8168357904479717
1759,4.7161290963307385
1760,3.2860390420634396
1761,2.8815490252962777
1762,3.6375612149096876
1763,4.691786150041527
1767,3.376260906879748
1768,2.81616945695935
1769,3.3447915121267187
1770,2.841820706284752
1773,3.0977999071218725
1774,5.510748942367668
1775,4.163475967898509
1776,2.7436055117289984
1777,7.903122127036403
1778,8.329727927360373
1780,2.9863893956694927
1783,8.252298084905865
1785,4.426806809585242
1786,9.02088062412872
1787,3.671513939554888
1788,4.416619552602396
1789,4.143529784792489
1791,3.3049821383892772
1793,3.7160430150234767
1794,3.6290378149927762
1795,3.6529370125046823
1796,3.6816701364454767
1797,6.302689221844464
1798,6.410102074717263
1800,3.339395093783161
1802,6.117611769328007
1803,4.769675908088306
1804,2.859206794806727
1805,3.199753346350162
1806,4.017959752857057
1807,2.968915817410611
1808,6.490845670326315
1809,4.440496075771695
1810,6.59308725962625
1811,2.873634178368754
1812,2.6867403587566927
1813,2.957716887778786
1814,3.04124083423509
1815,3.996777321731166
1816,2.87964745162244
1819,5.4425328576065475
1820,5.918597242590473
1821,3.20000429263875
1822,3.6546107895860636
1823,2.950304512482143
1824,4.01564876309685
1825,3.178268057368198
1826,2.8181642497199735
1827,6.038764342984248
1828,3.090157539022982
1829,6.086691100034021
1830,3.616447062498025
1831,6.001553054815676
1832,6.573561050493025
1833,2.7733493426979066
1834,2.634988705896191
1836,6.286687840948856
1837,3.158224659388023
1838,3.746705051052782
1839,4.625579767318746
1840,3.5735859408004127
1841,8.015064983711337
1842,3.2110206070549947
1843,4.9989961977212705
1844,4.778680546032804
1845,4.58619051436598
1846,6.907646071201005
1847,6.222713942366249
1848,6.874379852355908
1849,3.4017396900265062
1850,3.249892252932975
1852,3.823214148438193
1854,7.581732303885579
1855,7.522287979700558
1856,5.006016005669912
1857,4.233622964656875
1859,3.331369285716273
1861,7.255698478397531
1869,5.612299026336482
1870,4.405090914531769
1871,6.687316914184355
1874,4.564189049658235
1875,8.072292721185034
1876,4.437831136801177
1877,4.451673152533661
1879,4.210882242719488
1880,3.0687119422077367
1889,5.657023630861931
1890,3.2805770600893838
1891,9.360722764497856
1892,9.378568536989096
1893,3.6279747504063504
1894,7.061901369241849
1896,2.9265894990713197
1901,3.307984616631385
1902,4.072082219652825
1903,3.9140646488319133
1906,4.27908495325837
1907,3.9104635592159243
1908,2.9405671280558385
1909,3.281309485237103
1910,3.1127535271881723
1912,6.379751673816053
1915,5.543746051472236
1917,4.852837907334968
1936,11.169776974478918
1938,12.123646773419933
1939,8.219784798851146
1942,5.46077293085512
1943,3.088396788560908
1944,3.4084467499409947
1945,5.526347244607759
1946,4.743932799408476
1947,3.4874010304672494
1948,4.953742893691727
1949,3.428535774181708
1950,3.088585804678156
1951,3.845541253749309
1952,4.080497681959412
1953,4.716347508776695
